"Location Name","Location Name ZH","Thai / Alt Name","Google Maps URL","Category","Notes","Notes ZH","Source URL","Source Tags","Verification Status","Lat","Lng","Icon","Slug"
"Sourcream Factory @ PARC Bangna","Sourcream Factory（PARC Bangna）","","https://www.google.com/maps/place/Sourcream+Factory+@+PARC+Bangna/@13.6670623,100.6475064,17z/data=!4m6!3m5!1s0x311d5fcbdc725425:0x46376175232bcad1!8m2!3d13.6670623!4d100.6475064!16s%2Fg%2F11z0106319?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","","Ling like it, CH3 X

Ref: https://www.threads.com/@___epoh___/post/DYK4FpIk7TJ","https://maps.app.goo.gl/SThB6uC4zygrANNY7, https://www.threads.com/@___epoh___/post/DYK4FpIk7TJ","Threads","Published","13.6670623","100.6475064","🍽","sourcream-factory-parc-bangna"
"Such A Small World","Such A Small World","Such A Small World","https://www.google.com/maps/place/Such+A+Small+World/@13.7320603,100.5149988,17z/data=!3m1!4b1!4m6!3m5!1s0x30e299c6fddc9a35:0x1cf975ee51ad3a7b!8m2!3d13.7320603!4d100.5149988!16s%2Fg%2F11vj90frth?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","Concept café where Kwan (MIRROR member 鄺) shot AW concept photos. Cozy atmosphere — entry with a drink purchase. Can read, watch movies, or borrow board games/game consoles. Transparent photo booth on site (~฿165/print). Original Kwan photo prints on display inside. ✓ Visited.","鄺拍AW概念照的咖啡廳。氛圍舒服，消費飲品就可找位置看小說、看電影，也可借桌遊和遊戲機。現場有同款透明拍貼機約฿165一張，進門可看到鄺拍的原件。","https://www.threads.com/@ddding._.dong/post/DMNK2DoxybR","Threads","Published","13.7320600","100.5149990","📷","such-a-small-world"
"Sushi Ichizu 鮨いちづ","Sushi Ichizu 鮨いちづ","","https://www.google.com/maps/place/Sushi+Ichizu+%E9%AE%A8%E3%81%84%E3%81%A1%E3%81%A5/@13.7470255,100.5726799,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29ef7b110125b:0x33308a217e587663!8m2!3d13.7470255!4d100.5726799!16s%2Fg%2F11fxzlfdwn?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","","Lingling visited","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7470255","100.5726799","🍽","sushi-ichizu"
"32Bar X","Talat Noi 老街區","","https://www.google.com/maps/place/32Bar+X/@13.7339194,100.5121139,17z/data=!3m1!4b1!4m6!3m5!1s0x30e299ac1f9d4159:0xd1e4abbc863a5d69!8m2!3d13.7339194!4d100.5121139!16s%2Fg%2F11txf61yv2?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","","Lingorm 喝的32Bar巧克力","https://www.threads.com/@zeewen95/post/DId-eLbzKUp?xmt=AQG0uu6pd3qRdvsq01wgfTTxHVrXGsPbfjGKqSD-K9wpZw","Threads","Published","13.7346704","100.5134411","☕","talat-noi"
"Talat Noi Street Art","塗鴉牆巷子","ตลาดน้อย สตรีทอาร์ต","https://www.google.com/maps/place/Talat+Noi+Street+Art/@13.7329095,100.5127109,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2993e92bcffdd:0x8ad42fb996218abb!8m2!3d13.7329095!4d100.5127109!16s%2Fg%2F11f7ptygdt?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Activity","Street art mural alley in the Talat Noi neighbourhood. Featured in Alek's Chinatown exploration. A colourful lane of murals and photos — good for photography. ✓ Visited.","Alek探店系列 - 老城區。就是一條彩繪牆跟照片組成的巷子，適合拍照！","https://www.threads.com/@ddding._.dong/post/DMNK2DoxybR","Threads","Published","13.7329095","100.5127109","🎨","talat-noi-street-art"
"Ternajachob Cafe","Ternajachob 咖啡廳","เทอณาจะชอบ คาเฟ่","https://www.google.com/maps/place/Ternajachob+cafe/@13.7081026,100.6925674,17z/data=!3m1!4b1!4m6!3m5!1s0x311d6106b68594bb:0x3251dad29368363d!8m2!3d13.7081026!4d100.6925674!16s%2Fg%2F11rkg5h6gt?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","TSOU filming location (修羅場 restaurant scene). Far from city center — almost to Suvarnabhumi airport. Beautiful environment, rarely crowded. Fried vermicelli (炒粉絲) ฿175 — highly recommended. Want to try son-in-law eggs next visit. ✓ Visited.","TSOU修羅場餐廳。距離市區蠻遠，都快到素萬那普機場。環境很漂亮，人少好拍。炒粉絲฿175真的好吃，和台灣炒米粉不太一樣；下次想吃女婿蛋。","https://www.threads.com/@ddding._.dong/post/DMNK2DoxybR","Threads","Published","13.7081060","100.6925690","🎬","ternajachob-cafe"
"The Cafe Mookata Ari","The Cafe Mookata Ari 泰式燒烤","","https://www.google.com/maps/place/The+Cafe+Mookata+Ari/@13.7758564,100.5391191,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29fa0d989d81d:0xb2cb51ca2218f621!8m2!3d13.7758564!4d100.5391191!16s%2Fg%2F11q32dq96g?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","","Lingling visited

Ref:https://www.threads.com/@whatslulu/post/DFKJPkSJZlYY","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7758564","100.5391191","☕","the-cafe-mookata-ari"
"The Jungle Club","The Jungle Club","","https://www.google.com/maps/place/The+Jungle+Club/@9.4995777,100.0470524,17z/data=!4m10!3m9!1s0x3054f18fe4e22a25:0x25161192111d1e52!5m3!1s2026-11-10!4m1!1i2!8m2!3d9.4995777!4d100.0470524!16s%2Fg%2F11b6dp0_2t?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Nature / Day-trip","","蘇梅島三天兩夜 - 第二天餐廳
Koh Samui 3 days trip - Restaurant on second day","https://www.threads.com/@___epoh___/post/DSAM_XEGBLH","Threads","Published","9.4995780","100.0470520","🌿","the-jungle-club"
"The Siam Hotel","暹羅精品酒店","","https://maps.app.goo.gl/YeBbKXuJT25Nu1zaA","Hotel","Luxury boutique hotel with Art Deco design & private pool villas on the Chao Phraya; Lingorm's featured hotel in KKday guide (luxury itinerary).","湄南河畔頂級精品酒店，Art Deco 設計並設有私人泳池 Villa；KKday 玲玲奢華行程主打住宿。","https://www.kkday.com/zh-hk/blog/111889/lingorm-bangkok-itinerary-attractions-guide","KKday","Published","13.7811000","100.5060000","🏨","the-siam-hotel"
"The Tent Beachfront Restaurant and Bar","The Tent 餐廳","","https://www.google.com/maps/place/The+Tent+Beachfront+Restaurant+and+Bar/@9.5372544,100.0701965,17z/data=!3m1!4b1!4m6!3m5!1s0x3054f02dfacf43db:0xf890230a91698e11!8m2!3d9.5372544!4d100.0701965!16s%2Fg%2F11f505ygl7?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","","蘇梅島三天兩夜 - 第一晚餐廳
Koh Samui 3 days trip - Dinner restaurant on first day","https://www.threads.com/@___epoh___/post/DSAM_XEGBLH","Threads","Published","9.5372540","100.0701960","🍽","the-tent-beachfront-restaurant-and-bar"
"Thea Cafe","Thea Cafe","","https://www.google.com/maps/place/Thea+Cafe/@13.7280224,100.576966,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29f5cd22fc3fb:0x7bbfb3180c9fbb8b!8m2!3d13.7280224!4d100.576966!16s%2Fg%2F11n08j4f72?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","","Orm visited here and checked in on IG","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7280224","100.5769660","☕","thea-cafe"
"Ton Tann Market","Ton Tann 夜市","","https://www.google.com/maps/search/?api=1&query=Ton+Tann+Market+Khon+Kaen","Shopping","","頓潭文創夜市（Ton Tann Market）

亮點：這不是傳統擁擠的在地熟食中心，而是一個充滿綠意、規劃得像公園一樣的文創夜市。現場除了鋪位整齊的衣服、手工藝品和令人垂涎的依善烤肉、青木瓜沙拉等泰國小吃外，中央大舞台經常有在地樂團或街頭藝人 Live 演出。
—
孔敬📍Ton tann market
從加拉信回到孔敬夜市覓食 規模滿大的就算是平日也很熱鬧 小吃很多 原本擔心的環境也很乾淨 也有專人清理餐桌👌🏻
有家🥥น้ำหวานผลไม้ (水果飲料店） 點了椰奶冰沙 超好喝！！超推只要35泰銖好便宜 順道請老闆推薦好吃的攤位 很熱心指了斜對面的ตำเลย (Tam Loei)泰式涼拌海鮮 生意很好 蝦子很新鮮 果然問在地人沒錯
夜市裡如果不吃生食也有其他家東北小吃 是個填飽肚子還能逛逛的好地方","https://maps.app.goo.gl/SThB6uC4zygrANNY7, https://www.threads.com/@mamamoo619moo/post/DZsSda7FJjA","Threads","Published","16.4186260","102.8179440","🛍","ton-tann-market"
"Ton Yen Ta Four","冬蔭蝦炸粉湯麵","ต้นเย็นตาโฟ กุ้งทอด","https://www.google.com/maps/place/Ton+Yen+Ta+Four/@13.7937473,100.6087911,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29de54fc21121:0x639a092a49f0063a!8m2!3d13.7937473!4d100.6087911!16s%2Fg%2F1pzwcxj_3?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Noodle shop (yen ta fo) with real fried shrimp; Lingorm's recommendation. Trip.com reviewer: order tom yum broth to soak up the taro/tofu rolls.","炸蝦 Yen Ta Fo 粉湯麵店，玲玲推薦。Trip.com 評論建議點冬蔭湯底，搭配芋頭／豆腐卷更入味。","https://tw.trip.com/moments/detail/bangkok-191-140507082/","Trip.com","Published","13.7937470","100.6087910","🍜","ton-yen-ta-four"
"Toscana Valley","Toscana Valley 度假村","","https://www.google.com/maps/place/Toscana+Valley/@14.5178162,101.5074364,17z/data=!4m10!3m9!1s0x311c308cbed32c05:0x3340341dc504eaf1!5m3!1s2026-11-10!4m1!1i2!8m2!3d14.5178162!4d101.5074364!16s%2Fg%2F11bxg0why8?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Hotel","","TSOU 偽義大利場景","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","14.5178160","101.5074360","🏨","toscana-valley"
"Tribe Sky Beach Club","Tribe 天空沙灘俱樂部","","https://www.google.com/maps/place/TRIBE+Sky+Beach+Club/@13.73199,100.5666814,17z/data=!4m8!3m7!1s0x30e29fc117db4933:0x3d589ee5d8524dab!8m2!3d13.73199!4d100.5666814!9m1!1b1!16s%2Fg%2F11vlwjlfn_?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Bar / Rooftop Club","Rooftop beach club on top of Emsphere mall; infinity pool, cocktails, city sunset views. Lingorm trendspotting in KKday guide.","位於 Emsphere 商場頂樓的天台沙灘俱樂部，有無邊際泳池、雞尾酒與城市夕陽景觀。出現在 KKday 的 Lingorm 潮流踩點推薦。","https://www.kkday.com/zh-hk/blog/111889/lingorm-bangkok-itinerary-attractions-guide","KKday","Published","13.7313000","100.5694000","🏖️","tribe-sky-beach-club"
"Tue Kha Tang Stewed Pork Leg Jelly","豬腳凍","ตึกหะตั้ง","https://www.google.com/maps/place/Tue+Kha+Tang+Stewed+Pork+Leg+Jelly/@13.7352863,100.5121505,17z/data=!3m1!4b1!4m6!3m5!1s0x30e299e8b4bd5181:0x8c98de4e289c4fb2!8m2!3d13.7352863!4d100.5121505!16s%2Fg%2F11j6ygs7pk?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Old-school Chinatown restaurant specialising in stewed pork leg jelly. Featured in Alek's exploration. To visit. Recommended: pork leg jelly, crab fried rice, sour plum minced pork soup, spicy crispy pork belly rice.","Alek探店系列 - 老城區，下次要去。同款：豬腳凍、蟹肉炒飯、酸梅肉末湯、辣椒香炸五花肉蓋飯。","https://www.threads.com/@ddding._.dong/post/DMNK2DoxybR","Threads","Published","13.7352930","100.5121450","🍖","tue-kha-tang-stewed-pork-leg-jelly"
"TumLub Thai Khanom Krok","椰子煎餅","ถมลาภไทยขนมครก","https://www.google.com/maps/place/TumLubThai+Khanom+Krok/@13.7320524,100.5136408,17z/data=!3m1!4b1!4m6!3m5!1s0x30e298d92636b9f1:0x7e5d86105e01073e!8m2!3d13.7320524!4d100.5136408!16s%2Fg%2F1pzpnghx9?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Street Food","Coconut pancake street stall. Featured in Alek's Chinatown exploration. Good eaten hot — crispy outside with creamy custard-like filling. ✓ Visited.","Alek探店系列 - 老城區。熱熱吃還不錯，外面脆、裡面是奶奶的口感，不是想像中的QQ固體。","https://www.threads.com/@ddding._.dong/post/DMNK2DoxybR","Threads","Published","13.7320520","100.5136410","🥞","tumlub-thai-khanom-krok"
"王朗市場 (Wang Lang Market)","王朗市場","","https://www.google.com/maps/search/?api=1&query=%E7%8E%8B%E6%9C%97%E5%B8%82%E5%A0%B4+%28Wang+Lang+Market%29+13+Soi+Wang+Lang%2C+Siriraj%2C+Bangkok+Noi%2C+Bangkok+10700","Shopping","","LenaMiu x LingOrm
https://youtu.be/aHHvnJpOQfY

影片中提到的推薦食物有：
• 炸香蕉 (Fried Banana Rama 5)：他們在 [16:22] 看到並購買了這個。

• 泰式杏仁糖 (Thai marzipans) 和 炸甜豆丸/炸地瓜球 (fried... sweet bean balls? / Sweet potato balls)：在 [17:45] 提到除了炸香蕉，還買了這兩種食物。

• 椰子煎餅 (Coconut pancakes)：他們在 [18:03] 購買了這個，可選擇的配料有芋頭 (taro)、玉米 (corn) 和青蔥 (spring onions)。

• 涼拌辣木瓜沙拉 (Spicy papaya salad)：在 [19:12] 提到這道菜，特別是涼拌辣木瓜沙拉配螃蟹 (Spicy papaya salad with crab) [19:19]。","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7560870","100.4862870","🛍","wang-lang-market"
"WANWAN Coffee Roasters","WANWAN 咖啡烘焙","","https://www.google.com/maps/place/WANWAN+coffee+roasters/@13.805569,100.607499,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29f95d9a4bd61:0xd31b701ab32d0bb6!8m2!3d13.805569!4d100.607499!16s%2Fg%2F11sc3r3k1t?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","Coffee shop on Lingorm's map; Trip.com reviewer tips: visit the adjacent grocery store to buy shrimp crackers.","出現在 Lingorm 地圖中的咖啡店；Trip.com 評論建議順道到旁邊雜貨店買蝦餅。","https://tw.trip.com/moments/detail/bangkok-191-140507082/","Trip.com","Published","13.8055690","100.6074990","☕","wanwan-coffee-roasters"
"Yess Mookata","Yess 泰式燒烤火鍋","ร้าน Yess หมูกระทะ ชวนชิมการ์เด้น","https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99+Yess+%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B0+%E0%B8%8A%E0%B8%A7%E0%B8%99%E0%B8%8A%E0%B8%B7%E0%B9%88%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%94%E0%B9%89%E0%B8%99+%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/@13.795851,100.4106744,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2910f0b654b8b:0xa8bf99990ed61c6b!8m2!3d13.795851!4d100.4106744!16s%2Fg%2F11gnsdlft3?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Mookata (Thai BBQ hot-pot) at Taling Chan; ★4.8, ฿200-300. Explicitly noted ""Lingorm on the way — Ling & Orm went here together"" per Douban post.","位於 Taling Chan 的泰式燒烤火鍋店，Lingorm on the way第一期综艺一起去吃的烤肉店，฿200-300。","https://www.douban.com/group/topic/311908182/","Douban","Published","13.7958510","100.4106744","🍖","yess-mookata"
"Yoru Omakase","Yoru Omakase","","https://www.google.com/maps/search/?api=1&query=Yoru+Omakase+Bangkok","Restaurant","","已歇業","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Inactive","13.7450000","100.5650000","🍽","yoru-omakase"
"Yua Cafe & Dining","Yua Cafe & Dining","","https://www.google.com/maps/place/Yua+Cafe+%26+Dining/@12.9644641,100.8870871,17z/data=!3m1!4b1!4m6!3m5!1s0x3102bfa7444d6b39:0x7235cb8ce0df5490!8m2!3d12.9644641!4d100.8870871!16s%2Fg%2F11pzg238_v?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","","Lingling visited","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","12.9134158","100.8857996","☕","yua-cafe-dining"
